snapshot_date,mpn,manufacturer,category,source,lead_time_weeks,lifecycle_status,stock,unit_price,match_type,matched_mpn,dk_part_number,products_count,exact_match_count,collected_at,dk_manufacturer,dk_manufacturer_id,dk_category,dk_subcategory,dk_category_id,series,base_product,description,product_status_id,normally_stocking,discontinued,end_of_life,ncnr,back_order_not_allowed,date_last_buy_chance,quantity_available,manufacturer_public_quantity,lead_time_weeks_raw,moq,standard_package,packaging,variation_count,tariff_active,marketplace,qty_available_for_package,max_qty_for_distribution,digireel_fee,dk_unit_price,price_break_count,min_break_qty,unit_price_min_break,max_break_qty,unit_price_max_break,rohs_status,reach_status,moisture_sensitivity_level,export_control_class,htsus_code,package_case,mounting_type,parameter_count
2026-08-15,THS4521IDGKT,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,16,Active,2247,3.7392,exact,THS4521IDGKT,296-24077-1-ND,1,1,2026-08-15T20:34:27+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,THS4521,IC OPAMP DIFF 1 CIRCUIT 8VSSOP,0,1,0,0,0,0,,2247,0,16,1,0,Cut Tape (CT),3,1,0,2247,0,0.0,6.1,4,1,6.1,100,3.9258,ROHS3 Compliant,REACH Unaffected,2  (1 Year),EAR99,8542.33.0001,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,16
2026-08-15,TL071CP,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,9,Active,22000,0.32,exact,TL071CP,296-7186-5-ND,5,1,2026-08-15T20:34:28+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,TL071,IC OPAMP JFET 1 CIRCUIT 8DIP,0,1,0,0,0,0,,22000,0,9,1,0,Tube,2,1,0,8764,0,0.0,0.51,9,1,0.51,5000,0.22057,ROHS3 Compliant,REACH Unaffected,Not Applicable,EAR99,8542.33.0001,"8-DIP (0.300"", 7.62mm)",Through Hole,14
2026-08-15,THS4541IRGTT,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,9,Active,9378,6.06236,exact,THS4541IRGTT,296-38343-1-ND,1,1,2026-08-15T20:34:29+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,THS4541,IC OPAMP DIFF 1 CIRCUIT 16VQFN,0,1,0,0,0,0,,9378,0,9,1,0,Cut Tape (CT),4,1,0,929,0,0.0,9.58,4,1,9.58,100,6.3405,ROHS3 Compliant,REACH Unaffected,2  (1 Year),EAR99,8542.33.0001,16-VFQFN Exposed Pad,Surface Mount,15
2026-08-15,OPA625IDBVT,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,9,Active,865,2.44504,exact,OPA625IDBVT,296-42091-1-ND,1,1,2026-08-15T20:34:31+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,OPA625,IC OPAMP GP 1 CIRCUIT SOT23-6,0,1,0,0,0,0,,865,0,9,1,1,Cut Tape (CT),3,1,0,865,999999999,0.0,4.1,4,1,4.1,100,2.5764,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.33.0001,SOT-23-6,Surface Mount,14
2026-08-15,THS4130IDGN,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,53,Obsolete,12873,9.57,exact,THS4130IDGN,296-26680-5-ND,3,1,2026-08-15T20:34:32+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,THS4130,IC OPAMP DIFF 1 CIRCUIT 8HVSSOP,1,0,0,0,0,0,2023-12-06T06:00:00+00:00,12873,0,53,0,80,Tube,2,1,0,0,999999999,0.0,9.57,0,,,,,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.33.0001,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad",Surface Mount,16
2026-08-15,INA827AIDGK,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,9,Active,9993,3.99,exact,INA827AIDGK,296-38962-ND,2,1,2026-08-15T20:34:33+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,INA827,IC INST AMP 1 CIRCUIT 8VSSOP,0,1,0,0,0,0,,9993,0,9,1,80,Tube,1,1,0,9993,999999999,0.0,3.99,8,1,3.99,2560,2.16173,ROHS3 Compliant,REACH Unaffected,2  (1 Year),EAR99,8542.33.0001,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,15
2026-08-15,INA2133UA,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,9,Active,516,5.98,exact,INA2133UA,INA2133UA-ND,4,1,2026-08-15T20:34:35+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,INA2133,IC OPAMP DIFF 2 CIRCUIT 14SOIC,0,1,0,0,0,0,,516,0,9,1,50,Tube,1,1,0,516,999999999,0.0,5.98,8,1,5.98,2500,3.36676,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),EAR99,8542.33.0001,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,14
2026-08-15,INA210AIDCKT,Texas Instruments,Amplifiers - Current Sense,digikey,9,Active,50100,0.96496,exact,INA210AIDCKT,296-23420-1-ND,2,1,2026-08-15T20:34:36+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,Zero-Drift,INA210,IC CURR SENSE 1 CIRCUIT SC70-6,0,1,0,0,0,0,,50100,0,9,1,1,Cut Tape (CT),3,1,0,50100,999999999,0.0,1.74,4,1,1.74,100,1.0261,ROHS3 Compliant,REACH Unaffected,2  (1 Year),EAR99,8542.33.0001,"6-TSSOP, SC-88, SOT-363",Surface Mount,14
2026-08-15,THS4503CD,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,16,Active,10597,15.13,exact,THS4503CD,296-34227-5-ND,9,1,2026-08-15T20:34:37+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,THS4503,IC OPAMP DIFF 1 CIRCUIT 8SOIC,0,1,0,0,0,0,,10597,0,16,1,75,Tube,2,1,0,124,999999999,0.0,20.11,3,1,20.11,75,14.10227,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.33.0001,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,15
2026-08-15,OPA172IDBVT,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,9,Active,1037,1.70644,exact,OPA172IDBVT,296-37797-1-ND,1,1,2026-08-15T20:34:39+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,OPA172,IC OPAMP GP 1 CIRCUIT SOT23-5,0,1,0,0,0,0,,1037,0,9,1,1,Cut Tape (CT),3,1,0,1037,999999999,0.0,2.94,4,1,2.94,100,1.8039,ROHS3 Compliant,REACH Unaffected,2  (1 Year),EAR99,8542.33.0001,"SC-74A, SOT-753",Surface Mount,14
2026-08-15,PGA203KP,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,26,Active,79,27.72,exact,PGA203KP,PGA203KP-ND,2,1,2026-08-15T20:34:40+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,PGA203,IC INST AMP 1 CIRCUIT 14DIP,0,1,0,0,0,0,,79,0,26,1,25,Tube,1,1,0,79,999999999,0.0,27.72,6,1,27.72,500,18.3782,ROHS3 Compliant,REACH Unaffected,Not Applicable,EAR99,8542.33.0001,"14-DIP (0.300"", 7.62mm)",Through Hole,15
2026-08-15,OPA4170AIPWR,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,16,Active,2159,1.67528,exact,OPA4170AIPWR,296-30239-1-ND,1,1,2026-08-15T20:34:41+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,OPA4170,IC OPAMP GP 4 CIRCUIT 14TSSOP,0,1,0,0,0,0,,2159,0,16,1,1,Cut Tape (CT),3,1,0,2159,999999999,0.0,3.15,7,1,3.15,1000,1.69677,ROHS3 Compliant,REACH Unaffected,2  (1 Year),EAR99,8542.33.0001,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,15
2026-08-15,TLC27M4AIN,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,16,Active,16651,1.88,exact,TLC27M4AIN,296-7414-5-ND,1,1,2026-08-15T20:34:43+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,LinCMOS™,TLC27M4,IC OPAMP GP 4 CIRCUIT 14DIP,0,1,0,0,0,0,,16651,0,16,1,25,Tube,2,1,0,298,999999999,0.0,2.43,5,1,2.43,250,1.39064,ROHS3 Compliant,REACH Unaffected,Not Applicable,EAR99,8542.33.0001,"14-DIP (0.300"", 7.62mm)",Through Hole,15
2026-08-15,TAS5760MDAP,Texas Instruments,Amplifiers - Audio,digikey,26,Active,39,7.77,exact,TAS5760MDAP,296-36486-5-ND,2,1,2026-08-15T20:34:44+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,TAS5760,IC AUDIO AMP D 32-HTSSOP,0,1,0,0,0,0,,39,0,26,1,46,Tube,1,0,0,39,999999999,0.0,7.77,7,1,7.77,1012,4.59284,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),EAR99,8542.33.0001,"32-PowerTSSOP (0.240"", 6.10mm Width)",Surface Mount,9
2026-08-15,LMV551MF/NOPB,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,9,Active,188,0.80499,exact,LMV551MF/NOPB,LMV551MF/NOPBCT-ND,1,1,2026-08-15T20:34:45+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,LMV551,IC OPAMP GP 1 CIRCUIT SOT23-5,0,1,0,0,0,0,,188,0,9,1,1,Cut Tape (CT),3,1,0,188,999999999,0.0,1.56,6,1,1.56,500,0.83246,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.33.0001,"SC-74A, SOT-753",Surface Mount,15
2026-08-15,TPA3123D2PWP,Texas Instruments,Amplifiers - Audio,digikey,26,Active,9073,9.59,exact,TPA3123D2PWP,296-34554-5-ND,3,1,2026-08-15T20:34:46+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,TPA3123,IC AUDIO AMP D 24-HTSSOP,0,1,0,0,0,0,,9073,0,26,1,0,Tube,1,0,0,9073,0,0.0,9.59,7,1,9.59,1020,5.76286,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),EAR99,8542.33.0001,"24-PowerTSSOP (0.173"", 4.40mm Width)",Surface Mount,9
2026-08-15,LM358ADGKR,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,9,Active,4650,0.10879,exact,LM358ADGKR,296-18455-1-ND,2,1,2026-08-15T20:34:48+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,LM358,IC OPAMP GP 2 CIRCUIT 8VSSOP,0,1,0,0,0,0,,4650,0,9,1,0,Cut Tape (CT),3,1,0,4650,0,0.0,0.26,7,1,0.26,1000,0.11454,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.33.0001,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,15
2026-08-15,NE5532AP,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,16,Active,5696,1.1,exact,NE5532AP,296-7040-5-ND,4,1,2026-08-15T20:34:49+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,NE5532,IC OPAMP GP 2 CIRCUIT 8DIP,0,1,0,0,0,0,,5696,0,16,1,0,Tube,2,1,0,5022,0,0.0,1.52,9,1,1.52,5000,0.73234,ROHS3 Compliant,REACH Unaffected,Not Applicable,EAR99,8542.33.0001,"8-DIP (0.300"", 7.62mm)",Through Hole,15
2026-08-15,INA128PA,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,9,Active,2918,11.31,exact,INA128PA,INA128PA-ND,1,1,2026-08-15T20:34:51+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,INA128,IC INST AMP 1 CIRCUIT 8DIP,0,1,0,0,0,0,,2918,0,9,1,0,Tube,2,0,0,913,0,0.0,15.43,7,1,15.43,1000,9.61863,ROHS3 Compliant,REACH Unaffected,Not Applicable,EAR99,8542.33.0001,"8-DIP (0.300"", 7.62mm)",Through Hole,15
2026-08-15,LF353DR,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,16,Active,9341,0.15431,exact,LF353DR,296-14587-1-ND,2,1,2026-08-15T20:34:52+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,LF353,IC OPAMP JFET 2 CIRCUIT 8SOIC,0,1,0,0,0,0,,9341,0,16,1,0,Cut Tape (CT),3,1,0,9341,0,0.0,0.36,7,1,0.36,1000,0.16199,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.33.0001,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,15
2026-08-15,THS4531IDR,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,16,Active,9537,2.16182,exact,THS4531IDR,296-30379-1-ND,1,1,2026-08-15T20:34:54+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,THS4531,IC OPAMP DIFF 1 CIRCUIT 8SOIC,0,1,0,0,0,0,,9537,0,16,1,0,Cut Tape (CT),3,1,0,9537,0,0.0,4.01,6,1,4.01,500,2.3516,ROHS3 Compliant,REACH Unaffected,2  (1 Year),EAR99,8542.33.0001,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,16
2026-08-15,LMV551MG/NOPB,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,9,Active,3856,0.80499,exact,LMV551MG/NOPB,LMV551MG/NOPBCT-ND,2,2,2026-08-15T20:34:55+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,LMV551,IC OPAMP GP 1 CIRCUIT SC70-5,0,1,0,0,0,0,,3856,0,9,1,1,Cut Tape (CT),3,0,0,3856,999999999,0.0,1.56,6,1,1.56,500,0.83246,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.33.0001,"5-TSSOP, SC-70-5, SOT-353",Surface Mount,15
2026-08-15,OPA4171AIPWR,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,16,Active,8885,1.80273,exact,OPA4171AIPWR,296-29651-1-ND,1,1,2026-08-15T20:34:57+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,OPA4171,IC OPAMP GP 4 CIRCUIT 14TSSOP,0,1,0,0,0,0,,8885,0,16,1,1,Cut Tape (CT),3,1,0,8885,999999999,0.0,3.35,6,1,3.35,500,1.94156,ROHS3 Compliant,REACH Unaffected,2  (1 Year),EAR99,8542.33.0001,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,15
2026-08-15,LMP8480MME-S/NOPB,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,6,Obsolete,8578,2.4702,exact,LMP8480MME-S/NOPB,LMP8480MME-S/NOPBDKR-ND,1,1,2026-08-15T20:34:58+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,LMP8480,IC CURR SENSE 1 CIRCUIT 8VSSOP,1,0,0,0,0,0,2025-12-30T06:00:00+00:00,8578,0,6,0,1,Digi-Reel®,3,1,0,8578,999999999,7.0,4.14,0,,,,,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.33.0001,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,14
2026-08-15,LF347BD,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,6,Obsolete,455,0.86,exact,LF347BD,296-7136-5-ND,2,1,2026-08-15T20:34:59+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,LF347,IC OPAMP JFET 4 CIRCUIT 14SOIC,1,0,0,0,0,0,2024-02-17T06:00:00+00:00,455,0,6,1,50,Tube,1,1,0,455,999999999,0.0,0.86,5,1,0.86,250,0.45572,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.33.0001,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,15
2026-08-15,TLC27M4IPWR,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,16,Active,495959,0.67346,exact,TLC27M4IPWR,296-TLC27M4IPWRCT-ND,1,1,2026-08-15T20:35:00+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,LinCMOS™,TLC27M4,IC OPAMP GP 4 CIRCUIT 14TSSOP,0,1,0,0,0,0,,495959,0,16,1,1,Cut Tape (CT),3,1,0,7192,999999999,0.0,1.37,7,1,1.37,1000,0.69345,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.33.0001,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,15
2026-08-15,TLC2274ACDR,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,16,Active,278,1.81213,exact,TLC2274ACDR,296-1813-1-ND,3,2,2026-08-15T20:35:02+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,TLC2274,IC OPAMP GP 4 CIRCUIT 14SOIC,0,1,0,0,0,0,,278,0,16,1,1,Cut Tape (CT),3,1,0,278,999999999,0.0,3.39,6,1,3.39,500,1.96604,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.33.0001,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,15
2026-08-15,OPA2333AIDGKR,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,16,Active,14269,2.14578,exact,OPA2333AIDGKR,296-22883-1-ND,2,1,2026-08-15T20:35:03+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,Zero-Drift,OPA2333,IC OPAMP ZERO-DRIFT 2CIRC 8VSSOP,0,1,0,0,0,0,,14269,0,16,1,0,Cut Tape (CT),4,1,0,9607,0,0.0,3.98,6,1,3.98,500,2.33378,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.33.0001,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,15
2026-08-15,LM2904PW,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,53,Obsolete,0,,exact,LM2904PW,296-26089-5-ND,8,1,2026-08-15T20:35:04+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,LM2904,IC OPAMP GP 2 CIRCUIT 8TSSOP,1,0,0,0,0,0,2023-12-06T06:00:00+00:00,0,0,53,0,150,Tube,1,1,0,0,999999999,0.0,0.0,0,,,,,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.33.0001,"8-TSSOP (0.173"", 4.40mm Width)",Surface Mount,15
2026-08-15,TLV271CD,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,9,Active,14231,0.83,exact,TLV271CD,296-34452-5-ND,7,1,2026-08-15T20:35:06+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,TLV271,IC CMOS 1 CIRCUIT 8SOIC,0,1,0,0,0,0,,14231,0,9,1,75,Tube,2,1,0,2427,999999999,0.0,1.25,7,1,1.25,1050,0.62568,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.33.0001,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,15
2026-08-15,OPA314AIDBVT,Texas Instruments,"Amplifiers - Op Amps, Buffer, Instrumentation",digikey,9,Active,3375,0.89824,exact,OPA314AIDBVT,296-39122-1-ND,1,1,2026-08-15T20:35:07+00:00,Texas Instruments,296,Integrated Circuits (ICs),Linear,32,,OPA314,IC OPAMP GP 1 CIRCUIT SOT23-5,0,1,0,0,0,0,,3375,0,9,1,1,Cut Tape (CT),3,1,0,3375,999999999,0.0,1.63,4,1,1.63,100,0.9559,ROHS3 Compliant,REACH Unaffected,2  (1 Year),EAR99,8542.33.0001,"SC-74A, SOT-753",Surface Mount,15
2026-08-15,AD835ARZ,Analog Devices,Analog Switches and Multiplexers,digikey,20,Active,553,40.04,exact,AD835ARZ,505-AD835ARZ-ND,3,1,2026-08-15T20:35:08+00:00,Analog Devices Inc.,505,Integrated Circuits (ICs),Linear,32,,AD835,IC MULT 8-SOIC,0,1,0,0,0,0,,553,0,20,1,0,Tube,1,1,0,553,0,0.0,40.04,5,1,40.04,294,27.62014,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.39.0090,"8-SOIC (0.154"", 3.90mm Width)",,4
2026-08-15,ADG202AKNZ,Analog Devices,Analog Switches and Multiplexers,digikey,23,Active,733,9.83,exact,ADG202AKNZ,505-ADG202AKNZ-ND,1,1,2026-08-15T20:35:10+00:00,Analog Devices Inc.,505,Integrated Circuits (ICs),Interface,32,,ADG202,IC SWITCH SPST-NOX4 90OHM 16DIP,0,1,0,0,0,0,,733,0,23,1,25,Tube,1,1,0,733,999999999,0.0,9.83,7,1,9.83,1000,5.92118,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.39.0070,"16-DIP (0.300"", 7.62mm)",Through Hole,17
2026-08-15,TMP36GT9Z,Analog Devices,Temperature and Humidity Sensors,digikey,10,Active,9678,1.85,exact,TMP36GT9Z,505-TMP36GT9Z-ND,2,1,2026-08-15T20:35:11+00:00,Analog Devices Inc.,505,"Sensors, Transducers",Temperature Sensors,25,,TMP36,SENSOR ANALOG -40C-125C TO92-3,0,1,0,0,0,0,,9678,0,10,1,0,Bulk,1,1,0,9678,0,0.0,1.85,9,1,1.85,5000,1.10166,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.39.0090,"TO-226-3, TO-92-3 (TO-226AA)",Through Hole,13
2026-08-15,EVAL-ADUC7061MKZ,Analog Devices,Microcontrollers,digikey,10,Active,1,41.04,exact,EVAL-ADUC7061MKZ,EVAL-ADUC7061MKZ-ND,1,1,2026-08-15T20:35:12+00:00,Analog Devices Inc.,505,"Development Boards, Kits, Programmers",Evaluation Boards,33,MicroConverter®,ADUC7061,EVAL BOARD FOR ADUC7061,0,1,0,0,0,0,,1,0,10,1,1,Bulk,1,1,0,1,999999999,0.0,41.04,1,1,41.04,1,41.04,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8473.30.1180,,Fixed,6
2026-08-15,AD7625BCPZ,Analog Devices,Analog to Digital Converters (ADCs),digikey,35,Active,1123,76.69,exact,AD7625BCPZ,505-AD7625BCPZ-ND,2,1,2026-08-15T20:35:14+00:00,Analog Devices Inc.,505,Integrated Circuits (ICs),Data Acquisition,32,PulSAR®,AD7625,IC ADC 16BIT 32-LFCSP-WQ,0,1,0,0,0,0,,1123,0,35,1,14,Tray,1,1,0,1123,999999999,0.0,76.69,4,1,76.69,112,56.64571,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991C4,8542.39.0030,"32-WFQFN Exposed Pad, CSP",Surface Mount,17
2026-08-15,AD7934BRUZ,Analog Devices,Analog to Digital Converters (ADCs),digikey,10,Active,115,21.77,exact,AD7934BRUZ,505-AD7934BRUZ-ND,4,1,2026-08-15T20:35:15+00:00,Analog Devices Inc.,505,Integrated Circuits (ICs),Data Acquisition,32,,AD7934,IC ADC 12BIT 28-TSSOP,0,1,0,0,0,0,,115,0,10,1,0,Tube,1,1,0,115,0,0.0,21.77,6,1,21.77,500,14.20368,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.39.0030,"28-TSSOP (0.173"", 4.40mm Width)",Surface Mount,17
2026-08-15,DG419CY+,Analog Devices,Analog Switches and Multiplexers,digikey,10,Active,579,8.09,exact,DG419CY+,DG419CY+-ND,3,1,2026-08-15T20:35:16+00:00,Analog Devices Inc./Maxim Integrated,175,Integrated Circuits (ICs),Interface,32,,DG419,IC SWITCH SPDT X 1 35OHM 8SOIC,0,1,0,0,0,0,,579,4700,10,1,100,Tube,1,1,0,579,999999999,0.0,8.09,7,1,8.09,1000,4.79997,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.39.0070,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,17
2026-08-15,AD9288BSTZ-100,Analog Devices,Analog to Digital Converters (ADCs),digikey,11,Active,0,46.38,exact,AD9288BSTZ-100,AD9288BSTZ-100-ND,1,1,2026-08-15T20:35:18+00:00,Analog Devices Inc.,505,Integrated Circuits (ICs),Data Acquisition,32,,AD9288,IC ADC 8BIT 48-LQFP,0,1,0,0,0,0,,0,0,11,1,23,Tray,1,1,0,0,999999999,0.0,46.38,5,1,46.38,253,32.42407,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),EAR99,8542.39.0030,48-LQFP,Surface Mount,17
2026-08-15,AD7989-1BRMZ,Analog Devices,Analog to Digital Converters (ADCs),digikey,10,Active,96,23.77,exact,AD7989-1BRMZ,AD7989-1BRMZ-ND,2,1,2026-08-15T20:35:19+00:00,Analog Devices Inc.,505,Integrated Circuits (ICs),Data Acquisition,32,PulSAR®,AD7989,IC ADC 18BIT 10-MSOP,0,1,0,0,0,0,,96,0,10,1,50,Tube,1,1,0,96,999999999,0.0,23.77,6,1,23.77,500,15.60018,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.39.0030,"10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)",Surface Mount,17
2026-08-15,AD7367BRUZ,Analog Devices,Analog to Digital Converters (ADCs),digikey,21,Active,0,16.39,exact,AD7367BRUZ,505-AD7367BRUZ-ND,6,1,2026-08-15T20:35:20+00:00,Analog Devices Inc.,505,Integrated Circuits (ICs),Data Acquisition,32,iCMOS®,AD7367,IC ADC 14BIT 24-TSSOP,0,1,0,0,0,0,,0,0,21,1,0,Tube,1,1,0,0,0,0.0,16.39,6,1,16.39,558,10.44649,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.39.0030,"24-TSSOP (0.173"", 4.40mm Width)",Surface Mount,17
2026-08-15,AD5755BCPZ-REEL7,Analog Devices,Analog to Digital Converters (ADCs),digikey,28,Active,709,30.72316,exact,AD5755BCPZ-REEL7,AD5755BCPZ-REEL7CT-ND,1,1,2026-08-15T20:35:22+00:00,Analog Devices Inc.,505,Integrated Circuits (ICs),Data Acquisition,32,,AD5755,IC DAC 16BIT 64-LFCSP-VQ,0,1,0,0,0,0,,709,0,28,1,1,Cut Tape (CT),3,1,0,709,999999999,0.0,45.38,4,1,45.38,100,34.119,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),EAR99,8542.39.0040,"64-VFQFN Exposed Pad, CSP",Surface Mount,15
2026-08-15,AD1674KNZ,Analog Devices,Analog to Digital Converters (ADCs),digikey,10,Active,0,80.62,exact,AD1674KNZ,AD1674KNZ-ND,1,1,2026-08-15T20:35:23+00:00,Analog Devices Inc.,505,Integrated Circuits (ICs),Data Acquisition,32,,AD1674,IC ADC 12BIT 28-PDIP,0,1,0,0,0,0,,0,0,10,1,13,Tube,1,1,0,0,999999999,0.0,80.62,4,1,80.62,104,59.84942,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.39.0030,"28-DIP (0.600"", 15.24mm)",Through Hole,17
2026-08-15,ADG619BRTZ-REEL7,Analog Devices,Analog Switches and Multiplexers,digikey,16,Active,13099,1.86403,exact,ADG619BRTZ-REEL7,ADG619BRTZ-REEL7CT-ND,1,1,2026-08-15T20:35:25+00:00,Analog Devices Inc.,505,Integrated Circuits (ICs),Interface,32,,ADG619,IC SWITCH SPDTX1 6.5OHM SOT23-8,0,1,0,0,0,0,,13099,0,16,1,0,Cut Tape (CT),3,1,0,13099,0,0.0,3.5,6,1,3.5,500,2.0349,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8542.39.0070,SOT-23-8,Surface Mount,17
